Gene Symbol	Locus ID	Cytoband	AC-P02-Tumor-SM-63B4K	AC-P04-Tumor-SM-63B4O	AC-P04-Tumor-SM-63B4Q	AC-P05-Tumor-SM-63B4R	AC-P06-Tumor-SM-63B4T	AC-P07-Tumor-SM-63B4V	AC-P08-Tumor-SM-63B4X	AC-P09-Tumor-SM-63B4Z	AC-P09-Tumor-SM-63B52	AC-P10-Tumor-SM-63B53	AC-P10-Tumor-SM-63B55	AC-P11-Tumor-SM-63B56	AC-P12-Tumor-SM-63B58	AC-P12-Tumor-SM-63B59	AC-P14-Tumor-SM-63B5C	AC-P15-Tumor-SM-63B5D	AC-P15-Tumor-SM-63B5F
ASPHD1	253982	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
ATP2A1	487	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
ATXN2L	11273	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
BOLA2B	654483	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
BOLA2	552900	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
C16orf53	79447	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
C16orf54	283897	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
C16orf92	146378	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
CCDC101	112869	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
CD19	930	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
CD2BP2	10421	16p11.2	0.003	0.334	0.101	0.000	-0.003	-0.000	0.046	0.000	0.144	-0.013	0.019	0.538	-0.038	-0.000	-0.002	0.042	0.025
CDIPT	10423	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
CORO1A	11151	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
DOC2A	8448	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
FAM57B	83723	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
GDPD3	79153	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
HIRIP3	8479	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
INO80E	283899	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
KCTD13	253980	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
KIF22	3835	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LAT	27040	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC100289092	100289092	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC388242	388242	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC440354	440354	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC440356	440356	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC595101	595101	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC606724	606724	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC613037	613037	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
LOC613038	613038	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
MAPK3	5595	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
MAZ	4150	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
MIR4517	100616487	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
MIR4721	100616256	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
MVP	9961	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
NFATC2IP	84901	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
PPP4C	5531	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
PRRT2	112476	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
QPRT	23475	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
RABEP2	79874	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
RRN3P2	653390	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SEZ6L2	26470	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SH2B1	25970	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SLC7A5P1	81893	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SLX1A-SULT1A3	100526830	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SLX1A	548593	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SLX1B-SULT1A4	100526831	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SLX1B	79008	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SNX29P2	440352	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SPNS1	83985	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SPN	6693	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SULT1A1	6817	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SULT1A2	6799	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SULT1A3	6818	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
SULT1A4	445329	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
TAOK2	9344	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
TBX6	6911	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
TMEM219	124446	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
TUFM	7284	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
YPEL3	83719	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
ZG16	653808	16p11.2	0.003	0.334	0.060	0.000	-0.003	-0.007	0.046	0.000	0.108	-0.013	0.019	0.538	-0.038	-0.020	0.003	0.207	0.214
TBC1D10B	26000	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	0.150	-0.032	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
MYLPF	29895	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.009	-0.315	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
SEPT1	1731	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.328	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
ZNF48	197407	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.315	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
ZNF771	51333	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
DCTPP1	79077	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
SEPHS2	22928	16p11.2	0.003	0.334	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.038	0.004	-0.003	0.012	-0.009
ITGAL	3683	16p11.2	0.003	0.340	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.033	0.004	-0.003	0.014	-0.009
MIR4518	100616405	16p11.2	0.003	0.377	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.001	0.004	-0.003	0.026	-0.009
ZNF747	65988	16p11.2	0.003	0.406	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	0.024	0.004	-0.003	0.035	-0.009
ZNF768	79724	16p11.2	0.003	0.377	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	-0.001	0.004	-0.003	0.026	-0.009
ZNF764	92595	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
ZNF688	146542	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
ZNF785	146540	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	-0.041	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
ZNF689	115509	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	-0.029	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
FBRS	64319	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	0.008	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
PRR14	78994	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	0.008	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
SRCAP	10847	16p11.2	0.003	0.328	0.109	0.000	-0.003	0.001	0.046	0.000	0.056	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
SNORA30	677813	16p11.2	0.003	0.421	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	0.004	-0.003	0.040	-0.009
PHKG2	5261	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.007	-0.003	0.040	-0.009
C16orf93	90835	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.027	-0.003	0.040	-0.009
RNF40	9810	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
ZNF629	23361	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
BCL7C	9274	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
MIR4519	100616231	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
MIR762	100313837	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
hsa-mir-762	-820	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
CTF1	1489	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
FBXL19-AS1	283932	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
FBXL19	54620	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
ORAI3	93129	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
SETD1A	9739	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
HSD3B7	80270	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
STX1B	112755	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
STX4	6810	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
ZNF668	79759	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
ZNF646	9726	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
PRSS53	339105	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
VKORC1	79001	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	0.019	0.538	0.037	-0.078	-0.003	0.040	-0.009
BCKDK	10295	16p11.2	0.003	0.213	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	-0.002	0.538	0.037	0.072	-0.003	0.040	-0.009
KAT8	84148	16p11.2	0.003	0.422	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.027	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
PRSS8	5652	16p11.2	0.003	0.651	0.109	0.000	-0.003	0.001	0.046	0.000	0.058	-0.004	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
PRSS36	146547	16p11.2	0.003	0.651	0.109	0.000	-0.003	0.001	0.046	0.000	0.091	0.188	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
FUS	2521	16p11.2	0.003	0.651	0.109	0.000	-0.003	0.001	0.046	0.000	0.225	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
PYCARD	29108	16p11.2	0.003	0.651	0.109	0.000	-0.003	0.001	0.046	0.000	0.225	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
TRIM72	493829	16p11.2	0.003	0.718	0.109	0.000	-0.003	0.001	0.046	0.000	0.225	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
PYDC1	260434	16p11.2	0.003	0.651	0.109	0.000	-0.003	0.001	0.046	0.000	0.225	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
ITGAM	3684	16p11.2	0.003	0.657	0.109	0.000	-0.003	0.001	0.046	0.000	0.225	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
ITGAX	3687	16p11.2	0.003	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.222	0.195	-0.095	0.538	0.037	0.096	-0.003	0.040	-0.009
ITGAD	3681	16p11.2	0.003	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.081	0.032	-0.095	0.538	0.037	0.081	-0.003	0.040	-0.009
COX6A2	1339	16p11.2	0.003	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ARMC5	79798	16p11.2	0.040	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ZNF843	283933	16p11.2	0.003	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
TGFB1I1	7041	16p11.2	0.496	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
SLC5A2	6524	16p11.2	0.521	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
C16orf58	64755	16p11.2	0.110	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.079	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
AHSP	51327	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.068	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ANKRD26P1	124149	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
CSDAP1	440359	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
FLJ26245	400533	16p11.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
HERC2P4	440362	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
KIAA0664L3	100132341	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LINC00273	649159	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LOC100130700	100130700	16p11.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LOC146481	146481	16p11.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LOC283914	283914	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LOC390705	390705	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
LOC729264	729264	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
SHCBP1	79801	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.014	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
SLC6A10P	386757	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
TP53TG3B	729355	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
TP53TG3C	653550	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
TP53TG3	24150	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
UBE2MP1	606551	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ZNF267	10308	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ZNF720	124411	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
hsa-mir-1826	-844	16p11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.045	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
VPS35	55737	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	-0.095	0.538	0.037	-0.014	-0.003	0.040	-0.009
ORC6	23594	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	-0.095	0.538	0.037	-0.014	-0.003	-0.002	-0.009
MYLK3	91807	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	-0.037	0.538	0.037	-0.014	-0.003	-0.276	-0.009
C16orf87	388272	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	0.687	0.538	0.037	-0.014	-0.003	-0.276	-0.009
GPT2	84706	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	0.664	0.538	0.037	-0.014	-0.003	-0.242	-0.009
DNAJA2	10294	16q11.2	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	0.156	0.538	0.037	-0.014	-0.003	0.114	-0.009
NETO2	81831	16q12.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	-0.319	0.538	0.037	-0.014	-0.003	0.114	-0.009
ITFG1	81533	16q12.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.044	-0.194	0.538	0.037	-0.014	-0.003	0.114	-0.009
PHKB	5257	16q12.1	-0.010	0.338	0.109	0.000	-0.003	0.001	0.046	0.000	0.011	-0.038	0.097	0.538	0.037	-0.014	-0.003	0.114	-0.009
ABCC12	94160	16q12.1	-0.010	0.338	0.109	0.293	-0.003	0.001	0.046	0.000	0.144	0.282	0.097	0.538	0.037	-0.014	-0.003	0.135	-0.009
ABCC11	85320	16q12.1	-0.010	0.338	0.109	0.316	-0.003	0.001	0.046	0.000	0.163	0.187	0.504	0.538	0.037	-0.014	-0.003	0.175	-0.009
LONP2	83752	16q12.1	-0.010	0.338	0.109	0.316	-0.003	0.001	0.046	0.000	0.163	0.079	0.259	0.538	0.037	-0.014	-0.003	0.175	-0.009
MIR548AE2	100616339	16q12.1	-0.010	0.338	0.109	0.316	-0.003	0.001	0.046	0.000	0.163	0.079	0.255	0.538	0.037	-0.014	-0.003	0.175	-0.009
LOC100507577	100507577	16q12.1	-0.010	0.338	0.109	0.316	-0.003	0.001	0.046	0.000	0.163	0.079	0.235	0.538	0.037	-0.014	-0.003	0.175	-0.009
SIAH1	6477	16q12.1	-0.010	0.338	0.109	0.316	-0.003	0.001	0.046	0.000	0.163	0.079	0.235	0.538	0.037	-0.014	-0.003	0.175	-0.009
N4BP1	9683	16q12.1	-0.010	0.338	0.109	0.178	-0.003	0.001	0.046	0.000	0.163	0.056	0.235	0.538	-0.006	-0.014	-0.003	0.153	-0.009
