rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
14741	SH3PXD2A	SH3 and PX domains 2A	3370	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14742	SH3PXD2B	SH3 and PX domains 2B	2784	273	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14743	SH3RF1	SH3 domain containing ring finger 1	2711	182	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14744	SH3RF2	SH3 domain containing ring finger 2	2222	390	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14745	SH3RF3	SH3 domain containing ring finger 3	2349	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14746	SH3TC2	SH3 domain and tetratricopeptide repeats 2	3931	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14747	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	1068	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14748	SHANK1	SH3 and multiple ankyrin repeat domains 1	6576	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14749	SHANK3	SH3 and multiple ankyrin repeat domains 3	5332	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14750	SHARPIN	SHANK-associated RH domain interactor	1757	216	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14751	SHB	Src homology 2 domain containing adaptor protein B	1550	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14752	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	1850	605	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14753	SHC2	SHC (Src homology 2 domain containing) transforming protein 2	1797	343	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14754	SHC3	SHC (Src homology 2 domain containing) transforming protein 3	1829	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14755	SHC4	SHC (Src homology 2 domain containing) family, member 4	2489	174	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14756	SHCBP1	SHC SH2-domain binding protein 1	2069	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14757	SHD	Src homology 2 domain containing transforming protein D	1045	824	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14758	SHE	Src homology 2 domain containing E	1510	165	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14759	SHF	Src homology 2 domain containing F	1300	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14760	SHFM1	split hand/foot malformation (ectrodactyly) type 1	221	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14761	SHH	sonic hedgehog homolog (Drosophila)	1399	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14762	SHISA2	shisa homolog 2 (Xenopus laevis)	894	526	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14763	SHISA3	shisa homolog 3 (Xenopus laevis)	721	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14764	SHISA4	shisa homolog 4 (Xenopus laevis)	610	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14765	SHISA5	shisa homolog 5 (Xenopus laevis)	743	513	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14766	SHKBP1	SH3KBP1 binding protein 1	2209	254	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14767	SHMT1	serine hydroxymethyltransferase 1 (soluble)	1496	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14768	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	1559	421	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14769	SHOC2	soc-2 suppressor of clear homolog (C. elegans)	1777	548	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14770	SHOX	short stature homeobox	942	267	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14771	SHOX2	short stature homeobox 2	1088	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14772	SHPK	sedoheptulokinase	1462	191	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14773	SHPRH	SNF2 histone linker PHD RING helicase	5210	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14774	SHQ1	SHQ1 homolog (S. cerevisiae)	1774	804	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14775	SHROOM1	shroom family member 1	2587	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14776	SHROOM2	shroom family member 2	4889	60	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14777	SHROOM3	shroom family member 3	6031	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14778	SHROOM4	shroom family member 4	4516	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14779	SIAE	sialic acid acetylesterase	1755	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14780	SIAH1	seven in absentia homolog 1 (Drosophila)	946	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14781	SIAH2	seven in absentia homolog 2 (Drosophila)	979	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14782	SIAH3	siah E3 ubiquitin protein ligase family member 3	816	637	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14783	SIDT1	SID1 transmembrane family, member 1	2580	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14784	SIDT2	SID1 transmembrane family, member 2	2601	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14785	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	1546	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14786	SIGLEC1	sialic acid binding Ig-like lectin 1, sialoadhesin	5210	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14787	SIGLEC10	sialic acid binding Ig-like lectin 10	2134	158	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14788	SIGLEC11	sialic acid binding Ig-like lectin 11	2139	405	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14789	SIGLEC12	sialic acid binding Ig-like lectin 12	1891	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14790	SIGLEC14	sialic acid binding Ig-like lectin 14	1215	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14791	SIGLEC15	sialic acid binding Ig-like lectin 15	1007	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14792	SIGLEC5	sialic acid binding Ig-like lectin 5	1688	224	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14793	SIGLEC6	sialic acid binding Ig-like lectin 6	1423	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14794	SIGLEC7	sialic acid binding Ig-like lectin 7	1430	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14795	SIGLEC8	sialic acid binding Ig-like lectin 8	1526	158	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14796	SIGLEC9	sialic acid binding Ig-like lectin 9	1418	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14797	SIGMAR1	sigma non-opioid intracellular receptor 1	686	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14798	SIK3	SIK family kinase 3	3886	132	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14799	SIKE1	suppressor of IKBKE 1	654	696	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14800	SIL1	SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	1422	531	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14801	SILV	silver homolog (mouse)	2523	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14802	SIM2	single-minded homolog 2 (Drosophila)	2181	765	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14803	SIN3A	SIN3 homolog A, transcription regulator (yeast)	3902	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14804	SIN3B	SIN3 homolog B, transcription regulator (yeast)	3567	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14805	SIP1	survival of motor neuron protein interacting protein 1	881	638	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14806	SIPA1	signal-induced proliferation-associated gene 1	3190	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14807	SIPA1L1	signal-induced proliferation-associated 1 like 1	5495	72	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14808	SIPA1L2	signal-induced proliferation-associated 1 like 2	5249	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14809	SIPA1L3	signal-induced proliferation-associated 1 like 3	5422	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14810	SIRPB2	signal-regulatory protein beta 2	1045	760	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14811	SIRPD	signal-regulatory protein delta	608	606	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14812	SIRPG	signal-regulatory protein gamma	1186	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14813	SIRT1	sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae)	2280	298	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14814	SIRT2	sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	1244	518	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14815	SIRT3	sirtuin (silent mating type information regulation 2 homolog) 3 (S. cerevisiae)	1239	13	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14816	SIRT4	sirtuin (silent mating type information regulation 2 homolog) 4 (S. cerevisiae)	956	740	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14817	SIRT5	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	1010	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14818	SIRT6	sirtuin (silent mating type information regulation 2 homolog) 6 (S. cerevisiae)	1098	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14819	SIRT7	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)	1241	73	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14820	SIVA1	SIVA1, apoptosis-inducing factor	542	780	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14821	SIX1	SIX homeobox 1	859	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14822	SIX2	SIX homeobox 2	880	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14823	SIX3	SIX homeobox 3	1003	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14824	SIX4	SIX homeobox 4	2356	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14825	SIX5	SIX homeobox 5	2243	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14826	SIX6	SIX homeobox 6	745	200	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14827	SKA1	spindle and kinetochore associated complex subunit 1	792	171	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14828	SKA2	spindle and kinetochore associated complex subunit 2	508	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14829	SKA3	spindle and kinetochore associated complex subunit 3	1508	304	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14830	SKAP2	src kinase associated phosphoprotein 2	1128	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14831	SKI	v-ski sarcoma viral oncogene homolog (avian)	2213	471	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14832	SKIL	SKI-like oncogene	2075	182	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14833	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	4148	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14834	SKIV2L2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)	3520	184	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14835	SKP1	S-phase kinase-associated protein 1	535	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14836	SKP2	S-phase kinase-associated protein 2 (p45)	1487	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14837	SLA	Src-like-adaptor	1083	796	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14838	SLA2	Src-like-adaptor 2	814	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14839	SLAIN2	SLAIN motif family, member 2	1774	986	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14840	SLAMF1	signaling lymphocytic activation molecule family member 1	1032	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14841	SLAMF6	SLAM family member 6	1029	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14842	SLAMF7	SLAM family member 7	1034	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14843	SLAMF8	SLAM family member 8	874	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14844	SLAMF9	SLAM family member 9	882	313	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14845	SLBP	stem-loop binding protein	841	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14846	SLC10A1	solute carrier family 10 (sodium/bile acid cotransporter family), member 1	1066	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14847	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter family), member 2	1067	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14848	SLC10A3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3	1434	724	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14849	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	1322	564	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14850	SLC10A5	solute carrier family 10 (sodium/bile acid cotransporter family), member 5	1315	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14851	SLC10A6	solute carrier family 10 (sodium/bile acid cotransporter family), member 6	1154	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14852	SLC10A7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	1110	348	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14853	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	1709	193	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14854	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	1939	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14855	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	3743	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14856	SLC12A3	solute carrier family 12 (sodium/chloride transporters), member 3	3195	118	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14857	SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	3578	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14858	SLC12A5	solute carrier family 12, (potassium-chloride transporter) member 5	3576	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14859	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	3669	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14860	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	3346	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14861	SLC12A8	solute carrier family 12 (potassium/chloride transporters), member 8	2197	418	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14862	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9	2797	79	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14863	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1	1846	756	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14864	SLC13A2	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	1972	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14865	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	2231	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14866	SLC13A4	solute carrier family 13 (sodium/sulfate symporters), member 4	1941	307	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14867	SLC13A5	solute carrier family 13 (sodium-dependent citrate transporter), member 5	1753	435	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14868	SLC14A1	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	1374	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14869	SLC14A2	solute carrier family 14 (urea transporter), member 2	2839	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14870	SLC15A1	solute carrier family 15 (oligopeptide transporter), member 1	2217	610	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14871	SLC15A2	solute carrier family 15 (H+/peptide transporter), member 2	2274	250	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14872	SLC15A3	solute carrier family 15, member 3	1776	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14873	SLC15A4	solute carrier family 15, member 4	1764	166	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14874	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	1519	812	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14875	SLC16A10	solute carrier family 16, member 10 (aromatic amino acid transporter)	1568	365	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14876	SLC16A11	solute carrier family 16, member 11 (monocarboxylic acid transporter 11)	1430	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14877	SLC16A12	solute carrier family 16, member 12 (monocarboxylic acid transporter 12)	1575	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14878	SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)	1293	453	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14879	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	1549	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14880	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	1862	940	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14881	SLC16A3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	1414	446	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14882	SLC16A4	solute carrier family 16, member 4 (monocarboxylic acid transporter 5)	1496	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14883	SLC16A6	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)	1592	759	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14884	SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	1453	650	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14885	SLC16A8	solute carrier family 16, member 8 (monocarboxylic acid transporter 3)	1533	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14886	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	1550	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14887	SLC17A1	solute carrier family 17 (sodium phosphate), member 1	1452	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14888	SLC17A2	solute carrier family 17 (sodium phosphate), member 2	1351	334	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14889	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	1549	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14890	SLC17A4	solute carrier family 17 (sodium phosphate), member 4	1538	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14891	SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5	1528	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14892	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	1793	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14893	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	1727	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14894	SLC17A8	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8	1814	678	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14895	SLC17A9	solute carrier family 17, member 9	1359	253	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14896	SLC18A1	solute carrier family 18 (vesicular monoamine), member 1	1634	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14897	SLC18A2	solute carrier family 18 (vesicular monoamine), member 2	1605	126	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14898	SLC18A3	solute carrier family 18 (vesicular acetylcholine), member 3	1599	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14899	SLC19A1	solute carrier family 19 (folate transporter), member 1	1796	347	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14900	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	1514	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14901	SLC19A3	solute carrier family 19, member 3	1511	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14902	SLC1A1	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	1619	265	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14903	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	1765	478	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14904	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	1680	205	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14905	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	1627	127	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14906	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	1659	475	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14907	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	1731	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14908	SLC1A7	solute carrier family 1 (glutamate transporter), member 7	1723	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14909	SLC20A1	solute carrier family 20 (phosphate transporter), member 1	2076	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14910	SLC20A2	solute carrier family 20 (phosphate transporter), member 2	1995	552	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14911	SLC22A10	solute carrier family 22, member 10	1662	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14912	SLC22A12	solute carrier family 22 (organic anion/urate transporter), member 12	1702	531	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14913	SLC22A13	solute carrier family 22, member 13	1694	287	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14914	SLC22A15	solute carrier family 22, member 15	1688	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14915	SLC22A16	solute carrier family 22 (organic cation/carnitine transporter), member 16	1764	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14916	SLC22A17	solute carrier family 22, member 17	1651	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14917	SLC22A18	solute carrier family 22, member 18	1313	492	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14918	SLC22A2	solute carrier family 22 (organic cation transporter), member 2	1708	458	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14919	SLC22A20	solute carrier family 22, member 20	1075	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14920	SLC22A24	solute carrier family 22, member 24	1690	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14921	SLC22A25	solute carrier family 22, member 25	1676	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14922	SLC22A3	solute carrier family 22 (extraneuronal monoamine transporter), member 3	1713	371	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14923	SLC22A4	solute carrier family 22 (organic cation/ergothioneine transporter), member 4	1692	385	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14924	SLC22A5	solute carrier family 22 (organic cation/carnitine transporter), member 5	1710	410	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14925	SLC22A6	solute carrier family 22 (organic anion transporter), member 6	1728	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14926	SLC22A7	solute carrier family 22 (organic anion transporter), member 7	1685	236	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14927	SLC22A8	solute carrier family 22 (organic anion transporter), member 8	1673	496	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14928	SLC22A9	solute carrier family 22 (organic anion transporter), member 9	1698	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14929	SLC23A1	solute carrier family 23 (nucleobase transporters), member 1	1869	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14930	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	2009	581	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14931	SLC23A3	solute carrier family 23 (nucleobase transporters), member 3	2042	476	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14932	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	2827	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14933	SLC24A2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	2024	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14934	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	1999	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14935	SLC24A4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4	1884	190	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14936	SLC24A5	solute carrier family 24, member 5	1539	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14937	SLC24A6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	1815	97	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14938	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	977	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14939	SLC25A10	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10	906	114	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14940	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	1446	609	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14941	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	2107	280	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14942	SLC25A13	solute carrier family 25, member 13 (citrin)	2099	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14943	SLC25A14	solute carrier family 25 (mitochondrial carrier, brain), member 14	1014	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
